[2023-02-11 07:49:38] Environments:
------------  -------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-siml/lib/python3.10/site-packages/optax
------------  -------------------------------------------------------------------------------

[2023-02-11 07:49:38] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.99
- args.num_cycles        : 30
- args.num_epochs_quiet  : 200
- args.num_epochs_noisy  : 0
- args.prior_precision   : 80.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SSE/bs-0080_nc-0030_ne-0200-0000_lr-0.0000001_mo-0.99_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-11 07:50:04] [Cycle   1/ 30][Epoch   1/200] trn/posterior_energy  5.170e+05, trn/neg_log_likelihood  9.418e+04, trn/neg_log_prior  4.228e+05, trn/lr  1.000e-07, trn/temperature  0.000e+00, val/acc 2.213e-01, val/nll 2.039e+00
[2023-02-11 07:50:08] [Cycle   1/ 30][Epoch   2/200] trn/posterior_energy  4.627e+05, trn/neg_log_likelihood  7.798e+04, trn/neg_log_prior  3.847e+05, trn/lr  9.999e-08, trn/temperature  0.000e+00, val/acc 2.551e-01, val/nll 1.853e+00
[2023-02-11 07:50:11] [Cycle   1/ 30][Epoch   3/200] trn/posterior_energy  4.398e+05, trn/neg_log_likelihood  7.145e+04, trn/neg_log_prior  3.683e+05, trn/lr  9.996e-08, trn/temperature  0.000e+00, val/acc 3.721e-01, val/nll 1.666e+00
[2023-02-11 07:50:15] [Cycle   1/ 30][Epoch   4/200] trn/posterior_energy  4.281e+05, trn/neg_log_likelihood  6.575e+04, trn/neg_log_prior  3.623e+05, trn/lr  9.992e-08, trn/temperature  0.000e+00, val/acc 3.827e-01, val/nll 1.606e+00
[2023-02-11 07:50:18] [Cycle   1/ 30][Epoch   5/200] trn/posterior_energy  4.242e+05, trn/neg_log_likelihood  6.298e+04, trn/neg_log_prior  3.612e+05, trn/lr  9.987e-08, trn/temperature  0.000e+00, val/acc 4.004e-01, val/nll 1.584e+00
[2023-02-11 07:50:22] [Cycle   1/ 30][Epoch   6/200] trn/posterior_energy  4.226e+05, trn/neg_log_likelihood  6.145e+04, trn/neg_log_prior  3.611e+05, trn/lr  9.981e-08, trn/temperature  0.000e+00, val/acc 4.697e-01, val/nll 1.437e+00
[2023-02-11 07:50:25] [Cycle   1/ 30][Epoch   7/200] trn/posterior_energy  4.194e+05, trn/neg_log_likelihood  5.747e+04, trn/neg_log_prior  3.619e+05, trn/lr  9.974e-08, trn/temperature  0.000e+00, val/acc 4.721e-01, val/nll 1.390e+00
[2023-02-11 07:50:29] [Cycle   1/ 30][Epoch   8/200] trn/posterior_energy  4.180e+05, trn/neg_log_likelihood  5.539e+04, trn/neg_log_prior  3.626e+05, trn/lr  9.965e-08, trn/temperature  0.000e+00, val/acc 4.824e-01, val/nll 1.385e+00
[2023-02-11 07:50:32] [Cycle   1/ 30][Epoch   9/200] trn/posterior_energy  4.157e+05, trn/neg_log_likelihood  5.235e+04, trn/neg_log_prior  3.633e+05, trn/lr  9.955e-08, trn/temperature  0.000e+00, val/acc 5.265e-01, val/nll 1.282e+00
[2023-02-11 07:50:36] [Cycle   1/ 30][Epoch  10/200] trn/posterior_energy  4.143e+05, trn/neg_log_likelihood  5.054e+04, trn/neg_log_prior  3.637e+05, trn/lr  9.944e-08, trn/temperature  0.000e+00, val/acc 5.573e-01, val/nll 1.254e+00
[2023-02-11 07:50:39] [Cycle   1/ 30][Epoch  11/200] trn/posterior_energy  4.126e+05, trn/neg_log_likelihood  4.827e+04, trn/neg_log_prior  3.643e+05, trn/lr  9.932e-08, trn/temperature  0.000e+00, val/acc 5.483e-01, val/nll 1.225e+00
