[2023-02-04 15:19:01] Environments:
------------  --------------------------------------------------------------------------------
sys.platform  linux
Python        3.10.8 (main, Nov 24 2022, 14:13:03) [GCC 11.2.0]
JAX           0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jax
jaxlib        0.4.1 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/jaxlib
Flax          0.6.3 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/flax
Optax         0.1.4 @/mnt/home/giung/.conda/envs/jax-vessl/lib/python3.10/site-packages/optax
------------  --------------------------------------------------------------------------------

[2023-02-04 15:19:01] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 1
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.7
- args.num_cycles        : 30
- args.num_epochs_quiet  : 90
- args.num_epochs_noisy  : 10
- args.prior_precision   : 80.0
- args.save              : /mnt/home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20-FRN-Swish/SGHMC/bs-0080_nc-0030_ne-0090-0010_lr-0.0000001_mo-0.70_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-04 15:19:47] [Cycle   1/ 30][Epoch   1/100] trn/posterior_energy  5.346e+05, trn/neg_log_likelihood  9.262e+04, trn/neg_log_prior  4.420e+05, trn/lr  9.999e-08, trn/temperature  0.000e+00, val/acc 2.211e-01, val/nll 2.150e+00
[2023-02-04 15:19:53] [Cycle   1/ 30][Epoch   2/100] trn/posterior_energy  5.219e+05, trn/neg_log_likelihood  8.227e+04, trn/neg_log_prior  4.396e+05, trn/lr  9.994e-08, trn/temperature  0.000e+00, val/acc 3.173e-01, val/nll 1.872e+00
[2023-02-04 15:19:59] [Cycle   1/ 30][Epoch   3/100] trn/posterior_energy  5.122e+05, trn/neg_log_likelihood  7.475e+04, trn/neg_log_prior  4.374e+05, trn/lr  9.984e-08, trn/temperature  0.000e+00, val/acc 3.705e-01, val/nll 1.747e+00
[2023-02-04 15:20:04] [Cycle   1/ 30][Epoch   4/100] trn/posterior_energy  5.052e+05, trn/neg_log_likelihood  6.993e+04, trn/neg_log_prior  4.352e+05, trn/lr  9.970e-08, trn/temperature  0.000e+00, val/acc 3.867e-01, val/nll 1.656e+00
[2023-02-04 15:20:09] [Cycle   1/ 30][Epoch   5/100] trn/posterior_energy  4.994e+05, trn/neg_log_likelihood  6.625e+04, trn/neg_log_prior  4.331e+05, trn/lr  9.950e-08, trn/temperature  0.000e+00, val/acc 4.160e-01, val/nll 1.570e+00
[2023-02-04 15:20:15] [Cycle   1/ 30][Epoch   6/100] trn/posterior_energy  4.945e+05, trn/neg_log_likelihood  6.346e+04, trn/neg_log_prior  4.311e+05, trn/lr  9.925e-08, trn/temperature  0.000e+00, val/acc 4.475e-01, val/nll 1.496e+00
[2023-02-04 15:20:21] [Cycle   1/ 30][Epoch   7/100] trn/posterior_energy  4.900e+05, trn/neg_log_likelihood  6.090e+04, trn/neg_log_prior  4.291e+05, trn/lr  9.896e-08, trn/temperature  0.000e+00, val/acc 4.595e-01, val/nll 1.471e+00
[2023-02-04 15:20:26] [Cycle   1/ 30][Epoch   8/100] trn/posterior_energy  4.866e+05, trn/neg_log_likelihood  5.942e+04, trn/neg_log_prior  4.271e+05, trn/lr  9.862e-08, trn/temperature  0.000e+00, val/acc 4.813e-01, val/nll 1.424e+00
[2023-02-04 15:20:32] [Cycle   1/ 30][Epoch   9/100] trn/posterior_energy  4.828e+05, trn/neg_log_likelihood  5.756e+04, trn/neg_log_prior  4.252e+05, trn/lr  9.823e-08, trn/temperature  0.000e+00, val/acc 4.905e-01, val/nll 1.385e+00
[2023-02-04 15:20:37] [Cycle   1/ 30][Epoch  10/100] trn/posterior_energy  4.796e+05, trn/neg_log_likelihood  5.617e+04, trn/neg_log_prior  4.234e+05, trn/lr  9.779e-08, trn/temperature  0.000e+00, val/acc 4.954e-01, val/nll 1.365e+00
[2023-02-04 15:20:43] [Cycle   1/ 30][Epoch  11/100] trn/posterior_energy  4.765e+05, trn/neg_log_likelihood  5.484e+04, trn/neg_log_prior  4.216e+05, trn/lr  9.730e-08, trn/temperature  0.000e+00, val/acc 5.132e-01, val/nll 1.328e+00
[2023-02-04 15:20:48] [Cycle   1/ 30][Epoch  12/100] trn/posterior_energy  4.738e+05, trn/neg_log_likelihood  5.386e+04, trn/neg_log_prior  4.199e+05, trn/lr  9.677e-08, trn/temperature  0.000e+00, val/acc 5.157e-01, val/nll 1.326e+00
[2023-02-04 15:20:53] [Cycle   1/ 30][Epoch  13/100] trn/posterior_energy  4.706e+05, trn/neg_log_likelihood  5.238e+04, trn/neg_log_prior  4.183e+05, trn/lr  9.619e-08, trn/temperature  0.000e+00, val/acc 5.240e-01, val/nll 1.311e+00
[2023-02-04 15:20:59] [Cycle   1/ 30][Epoch  14/100] trn/posterior_energy  4.680e+05, trn/neg_log_likelihood  5.137e+04, trn/neg_log_prior  4.167e+05, trn/lr  9.557e-08, trn/temperature  0.000e+00, val/acc 5.366e-01, val/nll 1.266e+00
[2023-02-04 15:21:04] [Cycle   1/ 30][Epoch  15/100] trn/posterior_energy  4.650e+05, trn/neg_log_likelihood  4.987e+04, trn/neg_log_prior  4.151e+05, trn/lr  9.490e-08, trn/temperature  0.000e+00, val/acc 5.528e-01, val/nll 1.226e+00
[2023-02-04 15:21:10] [Cycle   1/ 30][Epoch  16/100] trn/posterior_energy  4.621e+05, trn/neg_log_likelihood  4.853e+04, trn/neg_log_prior  4.136e+05, trn/lr  9.419e-08, trn/temperature  0.000e+00, val/acc 5.492e-01, val/nll 1.224e+00
[2023-02-04 15:21:15] [Cycle   1/ 30][Epoch  17/100] trn/posterior_energy  4.595e+05, trn/neg_log_likelihood  4.737e+04, trn/neg_log_prior  4.122e+05, trn/lr  9.343e-08, trn/temperature  0.000e+00, val/acc 5.624e-01, val/nll 1.187e+00
[2023-02-04 15:21:21] [Cycle   1/ 30][Epoch  18/100] trn/posterior_energy  4.573e+05, trn/neg_log_likelihood  4.656e+04, trn/neg_log_prior  4.108e+05, trn/lr  9.263e-08, trn/temperature  0.000e+00, val/acc 5.604e-01, val/nll 1.206e+00
[2023-02-04 15:21:26] [Cycle   1/ 30][Epoch  19/100] trn/posterior_energy  4.552e+05, trn/neg_log_likelihood  4.578e+04, trn/neg_log_prior  4.095e+05, trn/lr  9.179e-08, trn/temperature  0.000e+00, val/acc 5.835e-01, val/nll 1.137e+00
[2023-02-04 15:21:32] [Cycle   1/ 30][Epoch  20/100] trn/posterior_energy  4.527e+05, trn/neg_log_likelihood  4.451e+04, trn/neg_log_prior  4.082e+05, trn/lr  9.091e-08, trn/temperature  0.000e+00, val/acc 5.843e-01, val/nll 1.150e+00
[2023-02-04 15:21:37] [Cycle   1/ 30][Epoch  21/100] trn/posterior_energy  4.505e+05, trn/neg_log_likelihood  4.356e+04, trn/neg_log_prior  4.069e+05, trn/lr  8.998e-08, trn/temperature  0.000e+00, val/acc 5.754e-01, val/nll 1.163e+00
